genome_id,gene_symbol,element_type,element_subtype,class,subclass,pct_coverage,pct_identity
72407.1803,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1803,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1803,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1803,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1803,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1803,silP,STRESS,METAL,SILVER,SILVER,,
72407.1803,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1803,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1803,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.1803,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1803,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1803,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1803,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1803,qnrB6,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.1803,aadA16,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1803,dfrA27,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1803,arr-3,AMR,AMR,RIFAMYCIN,RIFAMYCIN,,
72407.1803,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.1803,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1803,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1803,blaSCO-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1803,tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.1803,catA2,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.1803,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1804,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1804,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1804,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1804,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1804,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1804,fieF,STRESS,METAL,,,,
72407.1804,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1804,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1804,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1804,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1804,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1804,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1804,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1804,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1804,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1804,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1804,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1804,silP,STRESS,METAL,SILVER,SILVER,,
72407.1804,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1804,silE,STRESS,METAL,SILVER,SILVER,,
72407.1804,hsp20,STRESS,HEAT,,,,
72407.1804,clpK,STRESS,HEAT,,,,
72407.1804,qnrB1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.1804,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1804,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1804,tet(A),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.1804,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1804,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1804,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1804,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.1804,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1804,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.1805,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1805,blaSHV-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1805,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1805,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1805,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1805,fieF,STRESS,METAL,,,,
72407.1805,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1805,qacE,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1805,dfrA5,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1805,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1805,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1805,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1805,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1805,silP,STRESS,METAL,SILVER,SILVER,,
72407.1805,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1805,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1805,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1805,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1805,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1805,iroB,VIRULENCE,VIRULENCE,,,,
72407.1805,iroD,VIRULENCE,VIRULENCE,,,,
72407.1805,iroN,VIRULENCE,VIRULENCE,,,,
72407.1805,peg-344,VIRULENCE,VIRULENCE,,,,
72407.1805,terA,STRESS,METAL,,,,
72407.1805,terB,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.1805,terC,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.1805,terD,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.1805,terE,STRESS,METAL,TELLURIUM,TELLURIUM,,
72407.1805,iutA,VIRULENCE,VIRULENCE,,,,
72407.1805,iucC,VIRULENCE,VIRULENCE,,,,
72407.1805,iucB,VIRULENCE,VIRULENCE,,,,
72407.1805,iucA,VIRULENCE,VIRULENCE,,,,
72407.1806,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1806,oqxB19,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.1806,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1806,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.1806,ybtP,VIRULENCE,VIRULENCE,,,,
72407.1806,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1806,fieF,STRESS,METAL,,,,
72407.1806,blaSHV-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1806,silE,STRESS,METAL,SILVER,SILVER,,
72407.1806,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1806,silP,STRESS,METAL,SILVER,SILVER,,
72407.1806,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1806,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.1806,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1806,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1806,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1806,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1806,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1806,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.1806,blaTEM,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1806,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1806,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1806,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1806,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.1806,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.1806,merA,STRESS,METAL,MERCURY,MERCURY,,
72407.1806,merD,STRESS,METAL,MERCURY,MERCURY,,
72407.1806,merE,STRESS,METAL,MERCURY,MERCURY,,
72407.1806,hsp20,STRESS,HEAT,,,,
72407.1806,clpK,STRESS,HEAT,,,,
72407.1806,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1806,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1806,aadA16,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1806,dfrA27,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1806,arr-3,AMR,AMR,RIFAMYCIN,RIFAMYCIN,,
72407.1806,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.1806,blaSCO-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1806,tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.1806,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1807,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.1807,ybtP,VIRULENCE,VIRULENCE,,,,
72407.1807,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1807,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1807,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1807,ompK35_W230Ter,AMR,POINT,BETA-LACTAM,CARBAPENEM,,
72407.1807,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1807,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1807,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1807,fieF,STRESS,METAL,,,,
72407.1807,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.1807,silE,STRESS,METAL,SILVER,SILVER,,
72407.1807,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1807,silP,STRESS,METAL,SILVER,SILVER,,
72407.1807,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1807,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.1807,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1807,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1807,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1807,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1807,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1807,clpK,STRESS,HEAT,,,,
72407.1807,hsp20,STRESS,HEAT,,,,
72407.1807,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1807,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1807,dfrA12,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1807,aadA2,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1807,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1807,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1807,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1807,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1807,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1807,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1807,tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.1807,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1807,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1807,aac(3)-IIe,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,,
72407.1807,catB3,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.1807,blaOXA-1,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1807,aac(6')-Ib-cr5,AMR,AMR,AMINOGLYCOSIDE/QUINOLONE,AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN,,
72407.1807,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1808,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1808,blaSHV-28,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1808,gyrA_D87A,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1808,gyrA_S83F,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1808,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1808,ybtQ,VIRULENCE,VIRULENCE,,,,
72407.1808,ybtP,VIRULENCE,VIRULENCE,,,,
72407.1808,parC_S80I,AMR,POINT,QUINOLONE,QUINOLONE,,
72407.1808,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1808,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1808,fieF,STRESS,METAL,,,,
72407.1808,ramR_A19V,AMR,POINT,TETRACYCLINE,TIGECYCLINE,,
72407.1808,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1808,qacEdelta1,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1808,cmlA5,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.1808,aadA1,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1808,ere(A),AMR,AMR,MACROLIDE,ERYTHROMYCIN,,
72407.1808,arr-2,AMR,AMR,RIFAMYCIN,RIFAMYCIN,,
72407.1808,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1809,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1809,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1809,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1809,fieF,STRESS,METAL,,,,
72407.1809,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1809,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1809,cirA_I159LfsTer8,AMR,POINT_DISRUPT,BETA-LACTAM,CEFIDEROCOL,,
72407.1809,sul1,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1809,qacE,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,,
72407.1809,aac(6')-Ib3,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,,
72407.1809,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1809,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1809,silE,STRESS,METAL,SILVER,SILVER,,
72407.1809,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1809,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1809,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.1809,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1809,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1809,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1809,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1809,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1809,clpK,STRESS,HEAT,,,,
72407.1809,hsp20,STRESS,HEAT,,,,
72407.1809,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1809,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1809,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1809,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1809,floR,AMR,AMR,PHENICOL,CHLORAMPHENICOL/FLORFENICOL,,
72407.1809,aph(3')-Ia,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,,
72407.1809,qnrS1,AMR,AMR,QUINOLONE,QUINOLONE,,
72407.1809,blaSHV,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1809,blaSHV,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1810,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1810,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1810,oqxB32,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.1810,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1810,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1810,fieF,STRESS,METAL,,,,
72407.1810,silE,STRESS,METAL,SILVER,SILVER,,
72407.1810,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1810,silP,STRESS,METAL,SILVER,SILVER,,
72407.1810,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1810,pcoE,STRESS,METAL,COPPER,COPPER,,
72407.1810,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1810,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1810,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1810,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1810,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1810,hsp20,STRESS,HEAT,,,,
72407.1810,clpK,STRESS,HEAT,,,,
72407.1810,blaCTX-M-15,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,,
72407.1810,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1810,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1810,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1810,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1810,merC,STRESS,METAL,MERCURY,ORGANOMERCURY,,
72407.1810,merP,STRESS,METAL,MERCURY,MERCURY,,
72407.1810,merT,STRESS,METAL,MERCURY,MERCURY,,
72407.1810,merR,STRESS,METAL,MERCURY,MERCURY,,
72407.1810,mph(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1810,mrx(A),AMR,AMR,MACROLIDE,AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN,,
72407.1810,dfrA14,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,,
72407.1811,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1811,oqxB,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1811,fosA,AMR,AMR,FOSFOMYCIN,FOSFOMYCIN,,
72407.1811,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1811,emrD,AMR,AMR,EFFLUX,EFFLUX,,
72407.1811,fieF,STRESS,METAL,,,,
72407.1811,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1811,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1811,pcoS,STRESS,METAL,COPPER,COPPER,,
72407.1811,pcoR,STRESS,METAL,COPPER,COPPER,,
72407.1811,pcoD,STRESS,METAL,COPPER,COPPER,,
72407.1811,pcoC,STRESS,METAL,COPPER,COPPER,,
72407.1811,pcoB,STRESS,METAL,COPPER,COPPER,,
72407.1811,pcoA,STRESS,METAL,COPPER,COPPER,,
72407.1811,silP,STRESS,METAL,SILVER,SILVER,,
72407.1811,silA,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,silB,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,silF,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,silC,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,hsp20,STRESS,HEAT,,,,
72407.1811,clpK,STRESS,HEAT,,,,
72407.1811,blaTEM-1,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
72407.1811,arsC,STRESS,METAL,ARSENIC,ARSENATE,,
72407.1811,arsB,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsA,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsD,STRESS,METAL,ARSENIC,ARSENITE,,
72407.1811,arsR,STRESS,METAL,ARSENIC,ARSENIC,,
72407.1811,aph(6)-Id,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1811,aph(3'')-Ib,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,,
72407.1811,sul2,AMR,AMR,SULFONAMIDE,SULFONAMIDE,,
72407.1811,tet(D),AMR,AMR,TETRACYCLINE,TETRACYCLINE,,
72407.1811,silS,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1811,catA2,AMR,AMR,PHENICOL,CHLORAMPHENICOL,,
72407.1811,silR,STRESS,METAL,COPPER/SILVER,COPPER/SILVER,,
72407.1812,nfsB_K21SfsTer1,AMR,POINT_DISRUPT,NITROFURAN,NITROFURANTOIN,,
72407.1812,oqxA,AMR,AMR,NITROFURAN/PHENICOL/QUINOLONE/TETRACYCLINE,NITROFURANTOIN/PHENICOL/QUINOLONE/TIGECYCLINE,,
72407.1812,oqxB5,AMR,AMR,PHENICOL/QUINOLONE,PHENICOL/QUINOLONE,,
72407.1812,blaSHV-11,AMR,AMR,BETA-LACTAM,BETA-LACTAM,,
